"","MEAN","SD","2.5%","97.5%","RSE"
"mu[1]",0.652550917022711,0.0971465378980621,0.446092440716312,0.825490320461767,14.8871965947572
"mu[2]",0.881724784002091,0.0488354603036398,0.76331972863718,0.952759496398874,5.53862851421493
"mu[3]",0.571585497861456,0.102605266274017,0.369205856726758,0.759485800044071,17.9509918739903
"mu[4]",0.645822546155119,0.100331065173804,0.438899686268997,0.825596788224049,15.5353921554955
"mu[5]",0.768069807119172,0.0782353455318415,0.595005166757429,0.896393045775948,10.1859680990823
"mu[6]",0.487268570848475,0.109038387352485,0.282276828031867,0.69216492797752,22.3774718657963
"mu[7]",0.667205539850472,0.105685474102285,0.441514837146559,0.845718109916165,15.8400174743709
"mu[8]",0.83516344304572,0.0650991664145132,0.67806281803088,0.929796610122684,7.79478160312023
"mu[9]",0.985136787698979,0.00736223283928096,0.966568443886499,0.994912951717728,0.747331023590866
"mu[10]",0.883908477446321,0.0491983852337739,0.771522866395873,0.953139463356789,5.56600445511189
